gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
HRA1	HRA1	0	4.40877795242255	8.50632387255435	0	0
snR18	snR18	399.507738382223	3125.70929246039	1507.66503724069	1108.69860885101	1069.78470858563
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	2372.22655411955	10463.8445781164	226.75944536044	0
tS(AGA)A	tS(AGA)A	181.748539529689	0	0	0	0
YAL001C	TFC3	28.9245277852388	31.9391244689421	49.4677375431882	32.5422085387045	15.5984177884896
YAL002W	VPS8	17.1614628725275	14.5043423669281	31.5041368551363	30.973379083983	11.7830347897138
YAL003W	EFB1	2435.19877504571	3063.59138239363	6121.84155513325	4427.64733205945	2676.16137606458
YAL004W	YAL004W	3.63632938005891	6.95647122690507	3.3554075221022	0	3.58875927024959
YAL005C	SSA1	6117.49182817154	5463.55121383782	11063.421706239	8394.67955885354	4189.22787449958
YAL007C	ERP2	167.271151175862	197.781219979632	452.980015898271	228.605560146939	157.905408452867
YAL008W	FUN14	56.9586380605389	74.1676999702612	100.05506853765	41.9241534140041	12.038222541559
YAL009W	SPO7	39.9231271632838	39.1870064928852	51.6402950205447	26.4518382017155	14.0804132774951
YAL010C	MDM10	14.6000083433798	15.730255552998	40.106924809077	41.0589577662289	13.1177424870731
YAL011W	SWC3	10.1975292166946	22.7303602936272	30.5076341049826	19.980212780505	17.1357379204571
YAL012W	CYS3	423.656045179519	346.454586807317	768.420625001718	680.881470596095	389.822570756923
YAL013W	DEP1	13.2900539794079	28.9791604564671	49.6655783951816	35.971191427002	16.4161010096584
YAL014C	SYN8	46.5401854180596	53.4493351811516	116.134170211971	83.9414779194141	48.8307869628428
YAL015C	NTG1	20.2830708037488	17.5023052925979	39.3671977736156	13.9424415697321	10.021466728836
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	148.320039803421	138.956906803574	266.607160218847	200.490059613516	103.022915551337
