gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
HRA1	HRA1	0	0.970104752144177	1.93927140052396	0	0
snR18	snR18	2.14963138699496	20.1663848398027	10.0781450159949	5.78133925361483	5.82324852277369
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	7.28364229954391	33.2874095605315	0.562721252925464	0
tS(AGA)A	tS(AGA)A	1.0186374210824	0	0	0	0
YAL001C	TFC3	55.4783940958733	73.4549857360243	117.873612192468	60.4896095418753	30.2669244523918
YAL002W	VPS8	36.3464973653434	36.8338377421606	82.8920320570763	63.5730432311259	25.2461733925865
YAL003W	EFB1	597.870690374707	901.870858354438	1867.20444510847	1053.46963412841	664.684093423613
YAL004W	YAL004W	0.931915127817343	2.1376805612901	1.0683052469594	0	0.93043837643335
YAL005C	SSA1	6177.69146273368	6615.58879236794	13879.6726638759	8215.48283877298	4279.73562170939
YAL007C	ERP2	43.7029087429835	61.9605147501736	147.029771088897	57.8831610422116	41.736540077455
YAL008W	FUN14	13.1868950327767	20.5891506913562	28.7778926037003	9.40639924520545	2.81952182761828
YAL009W	SPO7	13.5088118700023	15.899203145881	21.7079222290407	8.6741037542705	4.81990129053335
YAL010C	MDM10	10.9295927461657	14.1197602339541	37.2998581675056	29.7875613933283	9.93436511545242
YAL011W	SWC3	9.9939336090874	26.7108980374919	37.1438546839506	18.9765720745688	16.9892596458364
YAL012W	CYS3	243.613693860737	238.87751510015	548.939197560107	379.433750170472	226.769901275904
YAL013W	DEP1	7.8984538676505	20.6510343294231	36.6697356675218	20.7179278925277	9.86996238019656
YAL014C	SYN8	15.4214377842971	21.2363430693526	47.8072451881043	26.9556321923947	16.3689424201058
YAL015C	NTG1	11.8411242903558	12.2516662069737	28.5516148077427	7.88813291208487	5.91862279725674
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	147.959268025574	166.21229532357	330.408408145549	193.825690278957	103.969586726701
YAL017W	PSK1	101.01911516908	118.281302504696	212.924733053057	101.976427645049	60.6256192240766
YAL018C	LDS1	0	0.989479236888134	3.87842475226004	0	0
YAL019W	FUN30	101.851526268297	112.354417712554	239.64557535665	187.467628073238	84.7244037987484
YAL019W-A	YAL019W-A	0	1.93125712309048	0	0	0
YAL020C	ATS1	11.7503048235907	8.26555774466322	18.5881955044855	11.7405549512354	1.9573880181193
YAL021C	CCR4	105.483414136953	103.070138584795	208.420518432022	136.547654902895	81.3810259234113
YAL022C	FUN26	41.785766883285	37.2453095727955	87.5201392551359	53.6884571369685	26.85871248815
YAL023C	PMT2	302.921671182164	323.974875447719	656.353526923586	432.0602890055	244.759945762131
YAL024C	LTE1	49.5229771893691	55.6950103439854	99.3183633627539	69.7006328117544	46.502348475136
YAL025C	MAK16	18.5240999618424	33.3076099177092	58.2591486648096	48.6997872474918	20.4616586975046
YAL026C	DRS2	123.242530585571	169.144736604209	324.73244367167	182.153222099553	124.926656594854
YAL026C-A	YAL026C-A	10.7514964248127	14.6857377365644	24.8429495456564	13.0310866854832	4.77557313014333
YAL027W	SAW1	9.65437090292253	11.6461050802865	21.1641369322278	4.82158763923007	1.92902972783844
YAL028W	FRT2	8.95905787765811	10.0572033077168	19.0965363874008	3.97915000832383	3.98132747251258
YAL029C	MYO4	179.935704877284	182.09150964397	357.487297118015	243.49622675742	140.546694303558
YAL030W	SNC1	11.7289766030345	18.9431996413262	58.6209857351329	12.4945916797045	6.62603510330037
YAL031C	GIP4	38.1168106172905	46.0854148191222	74.9225896077347	36.0893645806517	15.047057047271
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	13.7870996015872	15.772715443575	37.8472245006232	17.7125597977905	12.7975104809122
YAL033W	POP5	12.0330881696412	16.0485144879489	34.3700487020538	16.6275231767943	6.4561404636263
YAL034C	FUN19	15.8081075589508	18.0753820154504	44.8841605239323	10.8600184950939	5.92627536196837
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	7.77422475068419	4.19033781631588	27.2121136246083	4.85391246358364	5.82671269998617
YAL035W	FUN12	411.881166264191	480.260675359909	866.420164313648	764.932890649228	392.809406097826
